sequencia;objeto;tipo_obj;fundo;iluminacao;transformacao;responsavel;arquivo
2;caneca;a;mickey;indoor dia;cinza;Josilton;1184.jpg
3;caneca;a;mickey;indoor dia;cinza;Josilton;1185.jpg
1;alicate;a;mickey;indoor dia;cinza;Ciro;1186.jpg
2;alicate;a;mickey;indoor dia;cinza;Ciro;1187.jpg
3;alicate;a;mickey;indoor dia;cinza;Ciro;1188.jpg
1;chave;a;mickey;indoor dia;cinza;Ciro;1189.jpg
2;chave;a;mickey;indoor dia;cinza;Ciro;1190.jpg
3;chave;a;mickey;indoor dia;cinza;Ciro;1191.jpg
1;caneta;a;mickey;indoor dia;cinza;Ciro;1192.jpg
2;caneta;a;mickey;indoor dia;cinza;Ciro;1193.jpg
3;caneta;a;mickey;indoor dia;cinza;Ciro;1194.jpg
1;livro;a;mickey;indoor dia;cinza;Ciro;1195.jpg
2;livro;a;mickey;indoor dia;cinza;Ciro;1196.jpg
3;livro;a;mickey;indoor dia;cinza;Ciro;1197.jpg
1;caderno;a;mickey;indoor dia;cinza;Ciro;1198.jpg
2;caderno;a;mickey;indoor dia;cinza;Ciro;1199.jpg
3;caderno;a;mickey;indoor dia;cinza;Ciro;1200.jpg
1;garfo;b;mickey;indoor dia;cinza;Josilton;1201.jpg
2;garfo;b;mickey;indoor dia;cinza;Josilton;1202.jpg
3;garfo;b;mickey;indoor dia;cinza;Josilton;1203.jpg
1;faca;b;mickey;indoor dia;cinza;Josilton;1204.jpg
2;faca;b;mickey;indoor dia;cinza;Josilton;1205.jpg
3;faca;b;mickey;indoor dia;cinza;Josilton;1206.jpg
1;colher;b;mickey;indoor dia;cinza;Josilton;1207.jpg
2;colher;b;mickey;indoor dia;cinza;Josilton;1208.jpg
3;colher;b;mickey;indoor dia;cinza;Josilton;1209.jpg
1;copo;b;mickey;indoor dia;cinza;Josilton;1210.jpg
2;copo;b;mickey;indoor dia;cinza;Josilton;1211.jpg
3;copo;b;mickey;indoor dia;cinza;Josilton;1212.jpg
1;caneca;b;mickey;indoor dia;cinza;Josilton;1213.jpg
2;caneca;b;mickey;indoor dia;cinza;Josilton;1214.jpg
3;caneca;b;mickey;indoor dia;cinza;Josilton;1215.jpg
1;alicate;b;mickey;indoor dia;cinza;Ciro;1216.jpg
2;alicate;b;mickey;indoor dia;cinza;Ciro;1217.jpg
3;alicate;b;mickey;indoor dia;cinza;Ciro;1218.jpg
1;chave;b;mickey;indoor dia;cinza;Ciro;1219.jpg
2;chave;b;mickey;indoor dia;cinza;Ciro;1220.jpg
3;chave;b;mickey;indoor dia;cinza;Ciro;1221.jpg
1;caneta;b;mickey;indoor dia;cinza;Ciro;1222.jpg
2;caneta;b;mickey;indoor dia;cinza;Ciro;1223.jpg
3;caneta;b;mickey;indoor dia;cinza;Ciro;1224.jpg
1;livro;b;mickey;indoor dia;cinza;Ciro;1225.jpg
2;livro;b;mickey;indoor dia;cinza;Ciro;1226.jpg
3;livro;b;mickey;indoor dia;cinza;Ciro;1227.jpg
1;caderno;b;mickey;indoor dia;cinza;Ciro;1228.jpg
2;caderno;b;mickey;indoor dia;cinza;Ciro;1229.jpg
3;caderno;b;mickey;indoor dia;cinza;Ciro;1230.jpg
1;garfo;c;mickey;indoor dia;cinza;Josilton;1231.jpg
2;garfo;c;mickey;indoor dia;cinza;Josilton;1232.jpg
3;garfo;c;mickey;indoor dia;cinza;Josilton;1233.jpg
1;faca;c;mickey;indoor dia;cinza;Josilton;1234.jpg
2;faca;c;mickey;indoor dia;cinza;Josilton;1235.jpg
3;faca;c;mickey;indoor dia;cinza;Josilton;1236.jpg
1;colher;c;mickey;indoor dia;cinza;Josilton;1237.jpg
2;colher;c;mickey;indoor dia;cinza;Josilton;1238.jpg
3;colher;c;mickey;indoor dia;cinza;Josilton;1239.jpg
1;copo;c;mickey;indoor dia;cinza;Josilton;1240.jpg
2;copo;c;mickey;indoor dia;cinza;Josilton;1241.jpg
3;copo;c;mickey;indoor dia;cinza;Josilton;1242.jpg
1;caneca;c;mickey;indoor dia;cinza;Josilton;1243.jpg
2;caneca;c;mickey;indoor dia;cinza;Josilton;1244.jpg
3;caneca;c;mickey;indoor dia;cinza;Josilton;1245.jpg
1;alicate;c;mickey;indoor dia;cinza;Ciro;1246.jpg
2;alicate;c;mickey;indoor dia;cinza;Ciro;1247.jpg
3;alicate;c;mickey;indoor dia;cinza;Ciro;1248.jpg
1;chave;c;mickey;indoor dia;cinza;Ciro;1249.jpg
2;chave;c;mickey;indoor dia;cinza;Ciro;1250.jpg
3;chave;c;mickey;indoor dia;cinza;Ciro;1251.jpg
1;caneta;c;mickey;indoor dia;cinza;Ciro;1252.jpg
2;caneta;c;mickey;indoor dia;cinza;Ciro;1253.jpg
3;caneta;c;mickey;indoor dia;cinza;Ciro;1254.jpg
1;livro;c;mickey;indoor dia;cinza;Ciro;1255.jpg
2;livro;c;mickey;indoor dia;cinza;Ciro;1256.jpg
3;livro;c;mickey;indoor dia;cinza;Ciro;1257.jpg
1;caderno;c;mickey;indoor dia;cinza;Ciro;1258.jpg
2;caderno;c;mickey;indoor dia;cinza;Ciro;1259.jpg
3;caderno;c;mickey;indoor dia;cinza;Ciro;1260.jpg
1;garfo;a;xadrez;indoor dia;cinza;Josilton;1261.jpg
2;garfo;a;xadrez;indoor dia;cinza;Josilton;1262.jpg
3;garfo;a;xadrez;indoor dia;cinza;Josilton;1263.jpg
1;faca;a;xadrez;indoor dia;cinza;Josilton;1264.jpg
2;faca;a;xadrez;indoor dia;cinza;Josilton;1265.jpg
3;faca;a;xadrez;indoor dia;cinza;Josilton;1266.jpg
1;colher;a;xadrez;indoor dia;cinza;Josilton;1267.jpg
2;colher;a;xadrez;indoor dia;cinza;Josilton;1268.jpg
3;colher;a;xadrez;indoor dia;cinza;Josilton;1269.jpg
1;copo;a;xadrez;indoor dia;cinza;Josilton;1270.jpg
2;copo;a;xadrez;indoor dia;cinza;Josilton;1271.jpg
3;copo;a;xadrez;indoor dia;cinza;Josilton;1272.jpg
1;caneca;a;xadrez;indoor dia;cinza;Josilton;1273.jpg
2;caneca;a;xadrez;indoor dia;cinza;Josilton;1274.jpg
3;caneca;a;xadrez;indoor dia;cinza;Josilton;1275.jpg
1;alicate;a;xadrez;indoor dia;cinza;Ciro;1276.jpg
2;alicate;a;xadrez;indoor dia;cinza;Ciro;1277.jpg
3;alicate;a;xadrez;indoor dia;cinza;Ciro;1278.jpg
1;chave;a;xadrez;indoor dia;cinza;Ciro;1279.jpg
2;chave;a;xadrez;indoor dia;cinza;Ciro;1280.jpg
3;chave;a;xadrez;indoor dia;cinza;Ciro;1281.jpg
1;caneta;a;xadrez;indoor dia;cinza;Ciro;1282.jpg
2;caneta;a;xadrez;indoor dia;cinza;Ciro;1283.jpg
3;caneta;a;xadrez;indoor dia;cinza;Ciro;1284.jpg
1;livro;a;xadrez;indoor dia;cinza;Ciro;1285.jpg
2;livro;a;xadrez;indoor dia;cinza;Ciro;1286.jpg
3;livro;a;xadrez;indoor dia;cinza;Ciro;1287.jpg
1;caderno;a;xadrez;indoor dia;cinza;Ciro;1288.jpg
2;caderno;a;xadrez;indoor dia;cinza;Ciro;1289.jpg
3;caderno;a;xadrez;indoor dia;cinza;Ciro;1290.jpg
1;garfo;b;xadrez;indoor dia;cinza;Josilton;1291.jpg
2;garfo;b;xadrez;indoor dia;cinza;Josilton;1292.jpg
3;garfo;b;xadrez;indoor dia;cinza;Josilton;1293.jpg
1;faca;b;xadrez;indoor dia;cinza;Josilton;1294.jpg
2;faca;b;xadrez;indoor dia;cinza;Josilton;1295.jpg
3;faca;b;xadrez;indoor dia;cinza;Josilton;1296.jpg
1;colher;b;xadrez;indoor dia;cinza;Josilton;1297.jpg
2;colher;b;xadrez;indoor dia;cinza;Josilton;1298.jpg
3;colher;b;xadrez;indoor dia;cinza;Josilton;1299.jpg
1;copo;b;xadrez;indoor dia;cinza;Josilton;1300.jpg
2;copo;b;xadrez;indoor dia;cinza;Josilton;1301.jpg
3;copo;b;xadrez;indoor dia;cinza;Josilton;1302.jpg
1;caneca;b;xadrez;indoor dia;cinza;Josilton;1303.jpg
2;caneca;b;xadrez;indoor dia;cinza;Josilton;1304.jpg
3;caneca;b;xadrez;indoor dia;cinza;Josilton;1305.jpg
1;alicate;b;xadrez;indoor dia;cinza;Ciro;1306.jpg
2;alicate;b;xadrez;indoor dia;cinza;Ciro;1307.jpg
3;alicate;b;xadrez;indoor dia;cinza;Ciro;1308.jpg
1;chave;b;xadrez;indoor dia;cinza;Ciro;1309.jpg
2;chave;b;xadrez;indoor dia;cinza;Ciro;1310.jpg
3;chave;b;xadrez;indoor dia;cinza;Ciro;1311.jpg
1;caneta;b;xadrez;indoor dia;cinza;Ciro;1312.jpg
2;caneta;b;xadrez;indoor dia;cinza;Ciro;1313.jpg
3;caneta;b;xadrez;indoor dia;cinza;Ciro;1314.jpg
1;livro;b;xadrez;indoor dia;cinza;Ciro;1315.jpg
2;livro;b;xadrez;indoor dia;cinza;Ciro;1316.jpg
3;livro;b;xadrez;indoor dia;cinza;Ciro;1317.jpg
1;caderno;b;xadrez;indoor dia;cinza;Ciro;1318.jpg
2;caderno;b;xadrez;indoor dia;cinza;Ciro;1319.jpg
3;caderno;b;xadrez;indoor dia;cinza;Ciro;1320.jpg
1;garfo;c;xadrez;indoor dia;cinza;Josilton;1321.jpg
2;garfo;c;xadrez;indoor dia;cinza;Josilton;1322.jpg
3;garfo;c;xadrez;indoor dia;cinza;Josilton;1323.jpg
1;faca;c;xadrez;indoor dia;cinza;Josilton;1324.jpg
2;faca;c;xadrez;indoor dia;cinza;Josilton;1325.jpg
3;faca;c;xadrez;indoor dia;cinza;Josilton;1326.jpg
1;colher;c;xadrez;indoor dia;cinza;Josilton;1327.jpg
2;colher;c;xadrez;indoor dia;cinza;Josilton;1328.jpg
3;colher;c;xadrez;indoor dia;cinza;Josilton;1329.jpg
1;copo;c;xadrez;indoor dia;cinza;Josilton;1330.jpg
2;copo;c;xadrez;indoor dia;cinza;Josilton;1331.jpg
3;copo;c;xadrez;indoor dia;cinza;Josilton;1332.jpg
1;caneca;c;xadrez;indoor dia;cinza;Josilton;1333.jpg
2;caneca;c;xadrez;indoor dia;cinza;Josilton;1334.jpg
3;caneca;c;xadrez;indoor dia;cinza;Josilton;1335.jpg
1;alicate;c;xadrez;indoor dia;cinza;Ciro;1336.jpg
2;alicate;c;xadrez;indoor dia;cinza;Ciro;1337.jpg
3;alicate;c;xadrez;indoor dia;cinza;Ciro;1338.jpg
1;chave;c;xadrez;indoor dia;cinza;Ciro;1339.jpg
2;chave;c;xadrez;indoor dia;cinza;Ciro;1340.jpg
3;chave;c;xadrez;indoor dia;cinza;Ciro;1341.jpg
1;caneta;c;xadrez;indoor dia;cinza;Ciro;1342.jpg
2;caneta;c;xadrez;indoor dia;cinza;Ciro;1343.jpg
3;caneta;c;xadrez;indoor dia;cinza;Ciro;1344.jpg
1;livro;c;xadrez;indoor dia;cinza;Ciro;1345.jpg
2;livro;c;xadrez;indoor dia;cinza;Ciro;1346.jpg
3;livro;c;xadrez;indoor dia;cinza;Ciro;1347.jpg
1;caderno;c;xadrez;indoor dia;cinza;Ciro;1348.jpg
2;caderno;c;xadrez;indoor dia;cinza;Ciro;1349.jpg
3;caderno;c;xadrez;indoor dia;cinza;Ciro;1350.jpg
1;garfo;a;branco;outdoor dia;cinza;Josilton;1351.jpg
2;garfo;a;branco;outdoor dia;cinza;Josilton;1352.jpg
3;garfo;a;branco;outdoor dia;cinza;Josilton;1353.jpg
1;faca;a;branco;outdoor dia;cinza;Josilton;1354.jpg
2;faca;a;branco;outdoor dia;cinza;Josilton;1355.jpg
3;faca;a;branco;outdoor dia;cinza;Josilton;1356.jpg
1;colher;a;branco;outdoor dia;cinza;Josilton;1357.jpg
2;colher;a;branco;outdoor dia;cinza;Josilton;1358.jpg
3;colher;a;branco;outdoor dia;cinza;Josilton;1359.jpg
1;copo;a;branco;outdoor dia;cinza;Josilton;1360.jpg
2;copo;a;branco;outdoor dia;cinza;Josilton;1361.jpg
3;copo;a;branco;outdoor dia;cinza;Josilton;1362.jpg
1;caneca;a;branco;outdoor dia;cinza;Josilton;1363.jpg
2;caneca;a;branco;outdoor dia;cinza;Josilton;1364.jpg
3;caneca;a;branco;outdoor dia;cinza;Josilton;1365.jpg
1;alicate;a;branco;outdoor dia;cinza;Ciro;1366.jpg
2;alicate;a;branco;outdoor dia;cinza;Ciro;1367.jpg
3;alicate;a;branco;outdoor dia;cinza;Ciro;1368.jpg
1;chave;a;branco;outdoor dia;cinza;Ciro;1369.jpg
2;chave;a;branco;outdoor dia;cinza;Ciro;1370.jpg
3;chave;a;branco;outdoor dia;cinza;Ciro;1371.jpg
1;caneta;a;branco;outdoor dia;cinza;Ciro;1372.jpg
2;caneta;a;branco;outdoor dia;cinza;Ciro;1373.jpg
3;caneta;a;branco;outdoor dia;cinza;Ciro;1374.jpg
1;livro;a;branco;outdoor dia;cinza;Ciro;1375.jpg
2;livro;a;branco;outdoor dia;cinza;Ciro;1376.jpg
3;livro;a;branco;outdoor dia;cinza;Ciro;1377.jpg
1;caderno;a;branco;outdoor dia;cinza;Ciro;1378.jpg
2;caderno;a;branco;outdoor dia;cinza;Ciro;1379.jpg
3;caderno;a;branco;outdoor dia;cinza;Ciro;1380.jpg
1;garfo;b;branco;outdoor dia;cinza;Josilton;1381.jpg
2;garfo;b;branco;outdoor dia;cinza;Josilton;1382.jpg
3;garfo;b;branco;outdoor dia;cinza;Josilton;1383.jpg
1;faca;b;branco;outdoor dia;cinza;Josilton;1384.jpg
2;faca;b;branco;outdoor dia;cinza;Josilton;1385.jpg
3;faca;b;branco;outdoor dia;cinza;Josilton;1386.jpg
1;colher;b;branco;outdoor dia;cinza;Josilton;1387.jpg
2;colher;b;branco;outdoor dia;cinza;Josilton;1388.jpg
3;colher;b;branco;outdoor dia;cinza;Josilton;1389.jpg
1;copo;b;branco;outdoor dia;cinza;Josilton;1390.jpg
2;copo;b;branco;outdoor dia;cinza;Josilton;1391.jpg
3;copo;b;branco;outdoor dia;cinza;Josilton;1392.jpg
1;caneca;b;branco;outdoor dia;cinza;Josilton;1393.jpg
2;caneca;b;branco;outdoor dia;cinza;Josilton;1394.jpg
3;caneca;b;branco;outdoor dia;cinza;Josilton;1395.jpg
1;alicate;b;branco;outdoor dia;cinza;Ciro;1396.jpg
2;alicate;b;branco;outdoor dia;cinza;Ciro;1397.jpg
3;alicate;b;branco;outdoor dia;cinza;Ciro;1398.jpg
1;chave;b;branco;outdoor dia;cinza;Ciro;1399.jpg
2;chave;b;branco;outdoor dia;cinza;Ciro;1400.jpg
3;chave;b;branco;outdoor dia;cinza;Ciro;1401.jpg
1;caneta;b;branco;outdoor dia;cinza;Ciro;1402.jpg
2;caneta;b;branco;outdoor dia;cinza;Ciro;1403.jpg
3;caneta;b;branco;outdoor dia;cinza;Ciro;1404.jpg
1;livro;b;branco;outdoor dia;cinza;Ciro;1405.jpg
2;livro;b;branco;outdoor dia;cinza;Ciro;1406.jpg
3;livro;b;branco;outdoor dia;cinza;Ciro;1407.jpg
1;caderno;b;branco;outdoor dia;cinza;Ciro;1408.jpg
2;caderno;b;branco;outdoor dia;cinza;Ciro;1409.jpg
3;caderno;b;branco;outdoor dia;cinza;Ciro;1410.jpg
1;garfo;c;branco;outdoor dia;cinza;Josilton;1411.jpg
2;garfo;c;branco;outdoor dia;cinza;Josilton;1412.jpg
3;garfo;c;branco;outdoor dia;cinza;Josilton;1413.jpg
1;faca;c;branco;outdoor dia;cinza;Josilton;1414.jpg
2;faca;c;branco;outdoor dia;cinza;Josilton;1415.jpg
3;faca;c;branco;outdoor dia;cinza;Josilton;1416.jpg
1;colher;c;branco;outdoor dia;cinza;Josilton;1417.jpg
2;colher;c;branco;outdoor dia;cinza;Josilton;1418.jpg
3;colher;c;branco;outdoor dia;cinza;Josilton;1419.jpg
1;copo;c;branco;outdoor dia;cinza;Josilton;1420.jpg
2;copo;c;branco;outdoor dia;cinza;Josilton;1421.jpg
3;copo;c;branco;outdoor dia;cinza;Josilton;1422.jpg
1;caneca;c;branco;outdoor dia;cinza;Josilton;1423.jpg
2;caneca;c;branco;outdoor dia;cinza;Josilton;1424.jpg
3;caneca;c;branco;outdoor dia;cinza;Josilton;1425.jpg
1;alicate;c;branco;outdoor dia;cinza;Ciro;1426.jpg
2;alicate;c;branco;outdoor dia;cinza;Ciro;1427.jpg
3;alicate;c;branco;outdoor dia;cinza;Ciro;1428.jpg
1;chave;c;branco;outdoor dia;cinza;Ciro;1429.jpg
2;chave;c;branco;outdoor dia;cinza;Ciro;1430.jpg
3;chave;c;branco;outdoor dia;cinza;Ciro;1431.jpg
1;caneta;c;branco;outdoor dia;cinza;Ciro;1432.jpg
2;caneta;c;branco;outdoor dia;cinza;Ciro;1433.jpg
3;caneta;c;branco;outdoor dia;cinza;Ciro;1434.jpg
1;livro;c;branco;outdoor dia;cinza;Ciro;1435.jpg
2;livro;c;branco;outdoor dia;cinza;Ciro;1436.jpg
3;livro;c;branco;outdoor dia;cinza;Ciro;1437.jpg
1;caderno;c;branco;outdoor dia;cinza;Ciro;1438.jpg
2;caderno;c;branco;outdoor dia;cinza;Ciro;1439.jpg
3;caderno;c;branco;outdoor dia;cinza;Ciro;1440.jpg
1;garfo;a;mickey;outdoor dia;cinza;Josilton;1441.jpg
2;garfo;a;mickey;outdoor dia;cinza;Josilton;1442.jpg
3;garfo;a;mickey;outdoor dia;cinza;Josilton;1443.jpg
1;faca;a;mickey;outdoor dia;cinza;Josilton;1444.jpg
2;faca;a;mickey;outdoor dia;cinza;Josilton;1445.jpg
3;faca;a;mickey;outdoor dia;cinza;Josilton;1446.jpg
1;colher;a;mickey;outdoor dia;cinza;Josilton;1447.jpg
2;colher;a;mickey;outdoor dia;cinza;Josilton;1448.jpg
3;colher;a;mickey;outdoor dia;cinza;Josilton;1449.jpg
1;copo;a;mickey;outdoor dia;cinza;Josilton;1450.jpg
2;copo;a;mickey;outdoor dia;cinza;Josilton;1451.jpg
3;copo;a;mickey;outdoor dia;cinza;Josilton;1452.jpg
1;caneca;a;mickey;outdoor dia;cinza;Josilton;1453.jpg
2;caneca;a;mickey;outdoor dia;cinza;Josilton;1454.jpg
3;caneca;a;mickey;outdoor dia;cinza;Josilton;1455.jpg
1;alicate;a;mickey;outdoor dia;cinza;Ciro;1456.jpg
2;alicate;a;mickey;outdoor dia;cinza;Ciro;1457.jpg
3;alicate;a;mickey;outdoor dia;cinza;Ciro;1458.jpg
1;chave;a;mickey;outdoor dia;cinza;Ciro;1459.jpg
2;chave;a;mickey;outdoor dia;cinza;Ciro;1460.jpg
3;chave;a;mickey;outdoor dia;cinza;Ciro;1461.jpg
1;caneta;a;mickey;outdoor dia;cinza;Ciro;1462.jpg
2;caneta;a;mickey;outdoor dia;cinza;Ciro;1463.jpg
3;caneta;a;mickey;outdoor dia;cinza;Ciro;1464.jpg
1;livro;a;mickey;outdoor dia;cinza;Ciro;1465.jpg
2;livro;a;mickey;outdoor dia;cinza;Ciro;1466.jpg
3;livro;a;mickey;outdoor dia;cinza;Ciro;1467.jpg
1;caderno;a;mickey;outdoor dia;cinza;Ciro;1468.jpg
2;caderno;a;mickey;outdoor dia;cinza;Ciro;1469.jpg
3;caderno;a;mickey;outdoor dia;cinza;Ciro;1470.jpg
1;garfo;b;mickey;outdoor dia;cinza;Josilton;1471.jpg
2;garfo;b;mickey;outdoor dia;cinza;Josilton;1472.jpg
3;garfo;b;mickey;outdoor dia;cinza;Josilton;1473.jpg
1;faca;b;mickey;outdoor dia;cinza;Josilton;1474.jpg
2;faca;b;mickey;outdoor dia;cinza;Josilton;1475.jpg
3;faca;b;mickey;outdoor dia;cinza;Josilton;1476.jpg
1;colher;b;mickey;outdoor dia;cinza;Josilton;1477.jpg
2;colher;b;mickey;outdoor dia;cinza;Josilton;1478.jpg
3;colher;b;mickey;outdoor dia;cinza;Josilton;1479.jpg
1;copo;b;mickey;outdoor dia;cinza;Josilton;1480.jpg
2;copo;b;mickey;outdoor dia;cinza;Josilton;1481.jpg
3;copo;b;mickey;outdoor dia;cinza;Josilton;1482.jpg
1;caneca;b;mickey;outdoor dia;cinza;Josilton;1483.jpg
2;caneca;b;mickey;outdoor dia;cinza;Josilton;1484.jpg
3;caneca;b;mickey;outdoor dia;cinza;Josilton;1485.jpg
1;alicate;b;mickey;outdoor dia;cinza;Ciro;1486.jpg
2;alicate;b;mickey;outdoor dia;cinza;Ciro;1487.jpg
3;alicate;b;mickey;outdoor dia;cinza;Ciro;1488.jpg
1;chave;b;mickey;outdoor dia;cinza;Ciro;1489.jpg
2;chave;b;mickey;outdoor dia;cinza;Ciro;1490.jpg
3;chave;b;mickey;outdoor dia;cinza;Ciro;1491.jpg
1;caneta;b;mickey;outdoor dia;cinza;Ciro;1492.jpg
2;caneta;b;mickey;outdoor dia;cinza;Ciro;1493.jpg
